# smile Persian teacher dictionary v2 — UTF-8 TSV
# columns: word<TAB>frequency<TAB>status<TAB>source_or_note
# membership source: Lilak Persian Spell Checking Dictionary (Apache-2.0)
# frequency source: filtered subtitle frequencies (CC BY-SA 4.0); frequency is weight, not proof of validity
# statuses understood by the loader: verified | suggested | blocked
# Do not edit this generated base directly; put personal changes in my_words.tsv.
آریایی	50	verified	lilak:adjective
آریاییان	4	verified	lilak:noun_plural
آریاپور	1	verified	lilak:noun_singular
آریزونا	268	verified	lilak:noun_singular
آریستوکرات	1	verified	lilak:adjective
آریستوکراتی	1	verified	lilak:adjective
آریستوکراتیک	1	verified	lilak:adjective
آریستید	1	verified	lilak:noun_singular
آریل	46	verified	lilak:noun_singular
آرین	329	verified	lilak:noun_singular
آریو	3	verified	lilak:noun_singular
آریوبرزن	1	verified	lilak:noun_singular
آرپی‌جی	3	verified	lilak:noun_singular
آز	124	verified	lilak:noun_singular
آزاد	6775	verified	lilak:adjective
آزاداندیش	1	verified	lilak:adjective
آزاداندیشانه	1	verified	lilak:adverb
آزاداندیشی	1	verified	lilak:noun_singular
آزادانه	326	verified	lilak:adjective
آزادبخت	1	verified	lilak:noun_singular
آزادراه	26	verified	lilak:noun_singular
آزادسازی	49	verified	lilak:noun_singular
آزادشده	4	verified	lilak:noun_singular
آزادشهر	1	verified	lilak:noun_singular
آزادکار	1	verified	lilak:adjective
آزادکرده	1	verified	lilak:noun_singular
آزادکننده	1	verified	lilak:noun_singular
آزادگان	6	verified	lilak:noun_plural
